nim,name,major,student_pddikti_status,student_status_mesin,student_blockchain_status,diploma_number,nina,token_id,tx_hash,pdf_cid,metadata_cid,diploma_blockchain_status,pddikti_record_status,pddikti_eligibility,pisn_nina_status,sivil_status
20210186,Hendra Utama,Manajemen,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0186,040410582605185,1186,0xb3e42314408291371af34b7b3cc713ab3282c9b2517a192159c44e5bce940bb9,bafybeigsd2nhelyeqwsq6vg4umj7mpnlivgzi4juh5jnjl4s6fxe7iibqa,bafkreicphjqzh234kvxyfulwc4a3ep56ypb7g6ynt4wvxhh2hlnkhegxzm,verified,lulus,eligible,aktif,aktif
20210187,Gina Nasyidah,Manajemen,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0187,040410582605186,1187,0xb3e42314408291371af34b7b3cc713ab3282c9b2517a192159c44e5bce940bb9,bafybeib4mhd7hqpuckjxget46llyosv5beveoliqyiva6vd4mvkssxkjj4,bafkreibiyjv46d7lsavlf2e5xkmmic5ys2ygtwntjqzzbc26hwfkkzec7q,verified,lulus,eligible,aktif,aktif
20210188,Malika Suryono,Manajemen,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0188,040410582605187,1188,0xb3e42314408291371af34b7b3cc713ab3282c9b2517a192159c44e5bce940bb9,bafybeiap3aawho5psenxmtwhucgswp5vizaa2ovocitc4ipxi63qrtki6u,bafkreic55kwmpy3tpoiu43qkkes2yrtp3dvco6qgda3fsghik5uaithxfa,verified,lulus,eligible,aktif,aktif
20210189,Teddy Ramadan,Teknik Elektro,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0189,040410582605188,1189,0xb3e42314408291371af34b7b3cc713ab3282c9b2517a192159c44e5bce940bb9,bafybeig7ammvlsdrie6k37tnf22lke5ya6c2lswptosqoorix7qcprnwvy,bafkreicfkohk62y4yd5biibv57m6m7xbigge5n4er2d54jylmtrtxb6k3e,verified,lulus,eligible,aktif,aktif
20210190,Edi Hutasoit,Akuntansi,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0190,040410582605189,1190,0xb3e42314408291371af34b7b3cc713ab3282c9b2517a192159c44e5bce940bb9,bafybeibz5eq3e7tyw7nxfvacgmotvuqqjqgfqani2ind6u2jm7biobrstm,bafkreidnetoxqdb2komovuja4ws34jvd5qbdlnyz2bo5hguwizzc6sn5ge,verified,lulus,eligible,aktif,aktif
20210191,Rendy Hartati,Manajemen,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0191,040410582605190,1191,0xb3e42314408291371af34b7b3cc713ab3282c9b2517a192159c44e5bce940bb9,bafybeie7mbgilymczffbkbbm6p4juse5ewqbzfjgsa4rxre5rraagssn34,bafkreif2i2uqs5vkedilwrlvhm55tiiflokuanjxzsa5fj4qlrdmo452ne,verified,lulus,eligible,aktif,aktif
20210192,Gilda Winarno,Teknik Informatika,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0192,040410582605191,1192,0xb3e42314408291371af34b7b3cc713ab3282c9b2517a192159c44e5bce940bb9,bafybeigz5z23lqwarvvou5h4m4z5l3x7j4ipacu5i5belz7mzacvvt34t4,bafkreiaa6y3fqqxhthumcomvuq5uumuv26hkxevtpfl5ctxeace6r2y2bu,verified,lulus,eligible,aktif,aktif
20210193,Widya Maulana,Manajemen,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0193,040410582605192,1193,0xb3e42314408291371af34b7b3cc713ab3282c9b2517a192159c44e5bce940bb9,bafybeib5wfspsfmpyz6f7whcdsulpo6zufly5vxubidyopaalsvnvbrzja,bafkreihdo7p5sav76gfvgofokqeobqndyqwifx2etgu2splsjluybnqnfy,verified,lulus,eligible,aktif,aktif
20210194,Melinda Susanti,Teknik Elektro,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0194,040410582605193,1194,0xb3e42314408291371af34b7b3cc713ab3282c9b2517a192159c44e5bce940bb9,bafybeicvvwk76bv4arnatulig5ugti6nhe4iwrjj4edx5ztqezgptk6nge,bafkreifqcnt55nahvq6zqkqn7aok6tpzk3aqmvtgmngv5s6nonpohwiucm,verified,lulus,eligible,aktif,aktif
20210195,Carla Suwarno,Sistem Informasi,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0195,040410582605194,1195,0xb3e42314408291371af34b7b3cc713ab3282c9b2517a192159c44e5bce940bb9,bafybeiekfli7t4x2obzc3xpzgcdsnphdzrzn5qz2yacoa5hdcnfj27wjd4,bafkreiey7ipuavrem3s676tcknw46kc3xlwvhpq6myaddyyc2yjrjq3i44,verified,lulus,eligible,aktif,aktif
20210196,Bella Kusumo,Akuntansi,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0196,040410582605195,1196,0xb3e42314408291371af34b7b3cc713ab3282c9b2517a192159c44e5bce940bb9,bafybeicdo3loqa27tlbaxpnwqpgjmc7xwnbexgilkarawk326hd3a73pym,bafkreigcuhhrqkqb5ciyopyazdy4prpdqpnidfkvm3kiv7ye36ccoyydju,verified,lulus,eligible,aktif,aktif
20210197,Nasim Megantara,Teknik Elektro,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0197,040410582605196,1197,0xb3e42314408291371af34b7b3cc713ab3282c9b2517a192159c44e5bce940bb9,bafybeicdgcvhed2iexx2cftas6hct46bmzu334yb2aquzf24v4vusthn3y,bafkreig74pdo5rwyypmvkfapamqxntafopgo77eif45nvgxjtowu4zeufe,verified,lulus,eligible,aktif,aktif
20210198,Mulya Winarsih,Teknik Informatika,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0198,040410582605197,1198,0xb3e42314408291371af34b7b3cc713ab3282c9b2517a192159c44e5bce940bb9,bafybeibo3ddk3cmcxffyhjaz5tmcjqeo4fdqwhiwxqgajdv33rmwaqyqc4,bafkreidjnv67zhw3yatoafdqvq5vjyp33kxefh7au7ey2svnlse3n5pagm,verified,lulus,eligible,aktif,aktif
20210199,Makara Wibisono,Teknik Informatika,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0199,040410582605198,1199,0xb3e42314408291371af34b7b3cc713ab3282c9b2517a192159c44e5bce940bb9,bafybeibpfclreai6s67cw42eovamc6ro7ujkcxw6t7gz3ioclpnho66nlq,bafkreidvur2ntfsxzjfbyl5ezohyhze5q7ot2eo5ilfw7x7rrm7zeqwixa,verified,lulus,eligible,aktif,aktif
20210200,Oskar Wahyuni,Ilmu Komunikasi,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0200,040410582605199,1200,0xb3e42314408291371af34b7b3cc713ab3282c9b2517a192159c44e5bce940bb9,bafybeidtzbr5c6zpzaygpsalgffemkci3txueuqxmzjhqvgihk7lc3niym,bafkreiel7jezblc4izkclouk6o4hsrlabmy6bwiqeser3ss2w7buwzjy6m,verified,lulus,eligible,aktif,aktif
20210201,Puji Sirait,Ilmu Komunikasi,ineligible,DRAFT,pending,,,,,,,,aktif,tidak_eligible,,
20210202,Rosman Mansur,Manajemen,ineligible,DRAFT,pending,,,,,,,,aktif,tidak_eligible,,
20210203,Prima Pangestu,Teknik Elektro,ineligible,DRAFT,pending,,,,,,,,aktif,tidak_eligible,,
20210204,Ani Yuliarti,Teknik Informatika,ineligible,DRAFT,pending,,,,,,,,aktif,tidak_eligible,,
20210205,Maya Wacana,Manajemen,ineligible,DRAFT,pending,,,,,,,,aktif,tidak_eligible,,
20210206,Kartika Maryati,Manajemen,ineligible,DRAFT,pending,,,,,,,,aktif,tidak_eligible,,
20210207,Kenes Sihombing,Ilmu Komunikasi,ineligible,DRAFT,pending,,,,,,,,aktif,tidak_eligible,,
20210208,Eli Handayani,Teknik Elektro,ineligible,DRAFT,pending,,,,,,,,aktif,tidak_eligible,,
20210209,Bahuraksa Winarsih,Ilmu Komunikasi,ineligible,DRAFT,pending,,,,,,,,aktif,tidak_eligible,,
20210210,Ami Mahendra,Teknik Elektro,ineligible,DRAFT,pending,,,,,,,,aktif,tidak_eligible,,
20210211,Lukita Mangunsong,Teknik Elektro,unverified,DRAFT,pending,,,,,,,,,,,
20210212,Karta Utama,Sistem Informasi,unverified,DRAFT,pending,,,,,,,,,,,
